review_text,recommendation,rage
"First character in history of Overwatch to spawn WITH A COOLDOWN. I mean, sure, Tracer with 3 blinks, Lucio with speedboost, Doomfist with his rollouts and Wrecking ball apparently cosplaying John Cena very effectively.",FALSE,0
"You can't even enter this game lol. You have to CREATE a battlenet acc, then VERIFY it, then attach SMS, then ATTACH your phone number then PROVIDE additional info etc etc. What is the point of STEAM acc then? I'm trying to play a game here or to enroll in fckn NASA internship??? And surely every process is followed by server error mistake, so you have to start over and over. Are you fckn serious, Blizzard? Is it 2003 still? All I want is to push a PLAY button and dive into game, that's it. Yall used to be great once, not it's not even worth troubles of registrations.",FALSE,0
"I have been playing this game for a while, but the current state of Overwatch 2 makes it nearly impossible to recommend. There is a massive disconnect between the image the developers try to project and the reality of the player experience.

1. Misguided Moderation & ""Toxic Positivity"" The reporting system feels completely unbalanced. While players who neglect their roles, go AFK, or actively sabotage the game (""throwing"") often go unpunished, valid criticism in chat is penalized immediately. There is a culture of forced ""toxic positivity"": you aren't allowed to point out obvious issues, even when the team is being sabotaged. The developers seem more interested in policing tone than fixing the actual disruptive gameplay behavior.

2. Technical State & Support Technically, the game is currently in a poor state. Connection issues and server instability are frequent. The worst part is that after a reconnect, the game is often bugged (UI errors, unable to select heroes or use abilities), effectively ending the match for that player anyway. Customer support provides no help in these instances. You receive almost exclusively generic AI-generated responses. Instead of receiving assistance with technical issues, you are often ignored or even threatened with account actions if you persist with a ticket.

3. Monetization Priorities While the servers are unstable, the in-game shop works perfectly. Skins are sold at the price of full games, while the fundamental stability of the match servers is neglected. It feels like the priority is solely on selling cosmetics rather than ensuring the game is playable.

Conclusion: Overwatch 2 could be great, but the priorities are wrong. Legitimate criticism is punished, while gameplay sabotage is often overlooked. Until Blizzard improves technical stability, overhauls their customer support, and addresses the double standards in moderation, I cannot recommend this game.",FALSE,0
"game isn't balanced

Genji is soo weak yet he gets nerfed like he is the most op character

also they won't return Archive, although they can.

EMMO matchmaking.",FALSE,0
stupid ass game no skil at all just select bastion and simply shoot. Positive reflectment for other player.,FALSE,0
"Can't play because account requires a post paid number.

EDIT: Found a workaround, but still hate battlenet for requiring it",FALSE,0
"I keep getting thrown into the Lost connection to game server screen randomly even though I tried fixing it:
-I got suspended for this
-Contacted support
-They responeded with copypasted bugfixing methods
-I told them none of them worked
-They closed my ticket
-I still get thrown out of games almost every match
I can't find the fix so at this point I'm just not going to play it anymore.",FALSE,0
"I have over 700 hours on this game (through multiple platforms) and it hurts me to see a game a really love get ruined, balancing is a nightmare and blizzard physically cannot keep up with competitors, Ive played OW1 and this game will never be like the first unless it has a serious overhaul with the way updates are released. No PvE like we were promised and many other quality of life features promised were never fulfilled. 
this game is in a terrible state as of now so only really get this if you really like hero shooters.",FALSE,0
"This game sucks. Due to the player base mixed with a dev team that only care about skins. Your game is toxic, and the only thing saving this is streamers and NK OWCS. This is the only game I've played that will punish players for leaving a toxic shit game early. How many pedophiles do you have in this game also. Some of your characters are teenage women you sexualize for monetary gain. Shame on you",FALSE,0
"The ""Overwatch 2: A Masterclass in Gaslighting"" Review
We had a good thing, didn’t we? Overwatch was the rare game that actually made money while keeping its community happy. But then Blizzard got a ""vision."" That vision was Overwatch 2, a sequel pitched on the grand promise of a deep, talent-tree-filled PvE campaign. They even starved the original game of content for two years—leaving us playing a stale meta like it was a chore—all to ""focus"" on this revolution.

Plot twist: The revolution was a lie.

Blizzard knew the PvE was dead a year before launch, yet they kept using it in trailers to milk our hype. So, what did those two years of ""hard work"" actually get us?

1. A ""New"" Engine Nobody Asked For They traded the clean, readable art style for a greasy plastic finish. Everything ""shimmers"" now, turning high-stakes team fights into a blurry soup of particle effects. They managed to make the game run worse while feeling ""slippery""—longtime players are still wondering where their hitboxes went, while casual reviewers tell us to ""just enjoy the F2P."" It’s hard to enjoy a game when the ""optimal"" way to play is disabling all the new features they spent years building.

2. The Death of Strategy Remember when you could contribute through positioning and tactics? Those days are gone. Now, it’s a ""Hitscan Simulator."" We have one immortal, chunky tank being babysat by healers, while everyone else plays a frantic game of ""who can click heads faster."" The variety that made Overwatch special has been ironed out to appeal to the ""I just want this to be Call of Duty"" crowd.

3. From ""Lootboxes Done Right"" to ""Greed Done Boldly"" OW1’s loot system actually rewarded play. If you put in the time, you got the skins. Now? Prepare your wallet. The ""free"" battle pass rewards are basically digital garbage, while any skin with actual effort costs $20. They took content that was literally free in the first game and slapped a price tag on it. It’s not a progression system; it’s a FOMO-driven psychological experiment.

4. Paid ""Mission Packs"" The PvE we were promised is now just a series of overpriced DLC snacks. They took the free seasonal events from OW1, put a velvet rope around them, and started charging the price of a solid indie game for a few minutes of story.

The Verdict: Blizzard didn't make a sequel; they hijacked a product we already paid for, stripped it of its soul, and sold the parts back to us. This isn’t ""review bombing""—it’s a digital eulogy for a game that was sacrificed at the altar of quarterly earnings.

4 out 10
-SR",FALSE,0
"Started playing again since Overwatch 1 to try out Vendetta. I liked Magik in Marvel Rivals and Vendetta is also fun!

However, Overwatch 2 should never have existed. The only point of it was a campaign that was promised and underdelivered. I can see that there are some story missions in the menu but they don't tell you it's paywalled until after you select it and watch the intro movie. Further development of these missions were cancelled so that's a dead end.

Monetisation is disgusting. Vendetta has one legendary skin at the time of writing and the only way to get it is to purchase the deluxe battle pass that costs $71 NZD. Apparently this system is better than OW1 loot boxes? Obviously not since they've now brought back a worse version of loot boxes too. OW1 would provide a steady supply of these and even more during events that it was difficult not to amass a pile of cosmetics plus the currency needed to grab the specific ones you really wanted. Not defending loot boxes in general but this is still a downgrade. 

Team balance was completely changed with only 1 tank on a team that is seemingly indestructible while healed. It feels like there is less freedom and variety in team composition which makes a lot of battles very samey.

Familiar maps were removed, only to come back years later but locked to specific game modes so you still won't encounter them in regular gameplay.

They've gone on record saying that they changed their character design philosophy for OW2 so you won't see as many ""oddball"" characters like Roadhog and Wrecking Ball. Maybe people like the diverse and realistic representation but to me that sounds like a boring missed opportunity for creative and interesting designs that can still have grounded personalities and motivations for relatability. And it's a bit late isn't it? It's not like the talking gorilla is being removed.

But I can't complain about big lady with big sword. Thank you for Vendetta. Viva Italia.",FALSE,0
"Vast majoraty of people botting or boosting and Blizzard does absolutely nothing about it. Waste of time. Marvel Rivals, currently, is better in every aspect.",FALSE,0
"Original Overwatch was good, I don't recommend this one, balance issues, terrible rank system, if you're not a smurf you can't carry yourself if you perform well. Stadium is the most unbalanced/One Sided game mode I played in any video game. 90% of DPS players are clueless, they choose DPS because they don't know which role to play.",FALSE,0
"It is in fact, not possible to play this game. You need to give the corperation your private phone number to be able to play it, which I absolutely did NOT want to give. But I had enough friends that wanted to play I was willing to just do something I ABSOLUTELY did not want to. So I went, to provide my real life phone number, with the same continuious error. It turns out, if you move to a different country, in order to be able to use your account in the new country you moved to you have to give the corperation your government ID to be able to access it. Absolutley not under no circumstances.",FALSE,0
"Not going to lie, due to the way this game punishes ""trash talking"", even the kind with no swearing... (e.g. ""hampster diff"", or ""tank diff"" after obliterating a team or making a huge comeback by switching to Wrecking Ball), my original account was suspended multiple times, and eventually banned. Sometimes I was even suspended after going days not even using the chat system, which implies that I was reported for doing to well and being called a griefer on a character that 1/4 of the roster can nullify and kill with little problem), I have to play on an alternate account, and I am not the type of person to be toxic to people in games, intentionally rude, or cause others to have a bad time. If 'I' win a game, you got diff'd by someone working very hard on a character that requires substantially more practice than a semi-truck driver on the freeway, just to stay alive.

After having played Overwatch since before the ""2"", I have quite a few things to say and few of them nice. I'll leave that to others, because plenty of people are going to gloat on the game. This is not about the game's art, code, or intended experience. This is about the actual experience of playing the game, as of late. 

I'm a Wrecking Ball main, but I am more than willing to play other characters to at least ATTEMPT to win a game. The meta has changed and continues to change, and this has little to do with those changes. This is about the community culture that Blizzard has fostered with this game, that greatly negatively affects the match-to-match experience.

I play grouped with my husband, who introduced me to it, and is quite skilled. We rarely play alone. In many games, regardless of role, he is the sole reason we are able to secure a win, and if we can't, he is, most of the time, the top player, or among the top players, in near every lobby. This is not a skill issue, he is more than able to help make up for any deficits in my ability to secure kills/wins, even if that means switching to Sombra to shut down tryharding players that are decimating our team.

The real issue is the matchmaking and community. In near every match at this point, it feels near impossible to push a payload or take an objective point, you will spend most of your matches grouped with teammates who walk directly into the enemy and get themselves killed while missing every shot, healers that refuse to heal you and are trying to kill a tank alone, cassidy players killing half the lobby from a high point and no one even attempts to stop him, or do really anything about it, and NOW....Vendetta players slaughtering the entire lobby.

I now enjoy only about 10% of my matches, with most building and fostering so much frustration that I want to quit, not play another match. The community has become very toxic, people rarely use chat except to insult and gloat, and in many matches, even securing one kill results in half the enemy team swapping to overpowered characters and bullying you the rest of the game to be petty. Even while playing supports on backline and having the lowest stats in the lobby, I will still have several enemy players charging/diving on me trying to kill me, even when 5 of my teammates are present and I am using cover and staying away, and end up dying more than anyone in the lobby from flanks/solo ults, or the inevitable switch to sombra to shut you down from even playing in the rest of the match. People are rarely friendly and pleasant in chat, and are more likely to respond extremely rude to any perceived slight, than say anything positive to other players. My general experience has been to play the game casually and make friends, but every lobby in quick play feels like a massive tournament with thousands in cash on the line, as everyone is slamming redbull and ready to verbally pop off at a moments notice. I'm high functioning autistic and I don't see any reason to be nasty to other people unless they deserve it, I tend to err on the side of kindness. This game is not one of those places. People will find any reason possible to hurt your self esteem and can't wait to call you garbage/trash. Most matches are one-sided to the point that you give up on the fight halfway-through, and even attempting to force a different outcome just results in getting targeted repeatedly by players that you should probably not even be matched with. 3 players on one team are rated at Platinum or higher, with 3 of your teammates being brand new. This is the average, daily Overwatch experience for me, and although I enjoy the game itself when things go well and people act decent, most matches leave me so frustrated that I no longer want to play for days on end. 

Its not the game, its the community they allow to persist by punishing you with bans and suspensions for using naughty words, but making no effort to investigate long-standing bad ""non chat-related"" behavior of players and how they treat others in ways that negatively affect the game for everyone, such as how they play, when they swap, who they target, how they are mean to you unprovoked (targeting repeatedly, solo ults, flank stalking)...things that don't require swear words but make you feel awful and want to close the game. 

Cheats are still a problem no matter what they attempt to do. Lobbies still feel one sided with at least 1 player being so good at the game (or cheating) that they decimate everyone by themselves, and this happens a lot. Expect to win 20% of your games or less. The matchmaking algorithm demands it.

I lost my first, and only, Overwatch account last year that I have had for 5 years. Prior to their revised ""community guidelines"" I never got suspended or banned from any game I've ever played, even If I was frequently in chat. 

What happened? I started playing Wrecking Ball. i started watching 'Chazm' who isn't just a top 500 OW player, but the Rank 1 ball player in the entire world. I studied his moves, his tricks, took his advice, improved my gameplay. Was nice in chat, worst I ever said was ""hampster diff"" if they had a ball also, and I won, or at least got play of the game (Wrecking Ball is a hampster in a mechanical ball). The problems started when I stopped playing on console and switched to a pc setup on my docked steamdeck. I started playing with a mouse and keyboard, and copying Chazm's tech. After 4 years of no problems, near every other day i'm getting notified by Blizzard when I boot the game that i've either being warned i'm being reported for toxic activity..... WHAT? Then my account gets banned. I contacted blizzard after the 1st suspension....upheld. Contacted after the ban. Upheld. Can I speak to a human? No. They said they reviewed the evidence and found me guilty....of what? Being good at the game? Joking about diffing the enemy team when I spun around the point and knocked them off the map, or hit that perfect 5 kill minefield? Get out of here. I try to play well, but I do NOT act like so many of the people that I spent paragraphs ranting about. Blizzard never had any issues from me til I learned this character and started annoying other players with a super mobile roamer tank who can fly across the map and kill a whole team, and changed their chat policy to pacify whiney babies. I don't use swear words and the worst i've ever called anyone in chat was an idiot for doing something really stupid, not even as an insult. Blizzard is staffed by crybabies with  pink hair, nose rings, and weight issues. What do you expect.

TLDR: If you win, especially if you're good. You get reported. You get called names by sore losers. If you complain about anything, you get told to ""cry more"". You're a baby"", and ""Chill dude its quick play"", when you are actually getting bullied and unable to even leave spawn because of a Reaper, Roadhog or a Sombra stalk bullying you.",FALSE,0
"(I have 200 hours on this game in battlenet.) fun fact, installing this game also installs a virus onto your computer known as Overwatch 2. Please be mindful before installing!",FALSE,0
"This game could be so much more. If the development team focused on the actual gameplay instead of terrible character development and went back to ""old school"" matchmaking that only put you up against people in your rank, this game would be fun. Instead, you go up against a full team of players two+ ranks above you while you have players sometimes 2 full ranks below you. Also every new character release in ow2 has been super overpowered and unbalanced. No patches during their release season to keep the game enjoyable. PvP games used to be fun and balanced. Instead its corpo greed paired with game devs that don't play the games they work on.",FALSE,0
"low-key just give up on this game. The new characters aren't good, and its just so unbalanced. Anytime you guys release a new ""hero"" there the strongest person in the whole fucking game. I played a little of overwatch one when I was younger and this is just the same exact fucking game. I remember that it had so much lore and they threw it all away. but sadly I have to keep playing this dogshit game.",FALSE,0
"I played Overwatch in 2017 & 2018 and had an okay time but found it to be infuriating from almost every level. Now in 2025 I know for certain, this game is just terrible. There's no balance between 45 heroes and the community is the worst in all of gaming. Life is so much better when this game isn't in your life. The last 7 year hiatus I took made me grateful I didn't play it for that long, and that was after barely a week of returning to the game.

Because the game is so unbalanced and terrible, the priority for Blizzard isn't to fix the game but to just heavily moderate any opposition or criticism. Luckily, it makes it easy to never worry about ever paying money for this horrible exerpeince.",FALSE,0
"terrible game, first gives me issues in making an account, then i make the damn account and it bans me after 3 days and then provides no way for me to appeal the ban. what even is the point.",FALSE,0
The new overwatch hero needs to be nerfed. this game used to be so fun back when it was overwatch 1. me and my friends played it often and still do. but what’s sad is blizzard cares more about the profit then making the game fun again.,FALSE,0
"Hello gamers, I hear and understand the hatred for this game, but that's not why I stopped playing it instantly, I found out some characters don't actually need to put their crosshair on you in order to hit their shots, it melted my brain, if you have someone with a disability, recommend this shooter to them, its the only one you don't actually need to aim, Also this game seems unbalanced I didn't mind, but not having to aim is a no from me. Game feels awesome make it so everyone has to aim and balance it, as for the greed of the developers I cant speak on it I quit the game before being affected if it is true.",FALSE,0
"This game was over-promised, under-delivered, and ultimately abandoned. Do yourself a favor and get the original instead.",FALSE,0
"publishers hyped up the game for years, then decided to abandon it right after releasing paid early access. 
literal cashgrab. play KSP 1 instead",FALSE,0
DO NOT BUY THIS GAME the devs sold it to unnown people and there are soooo many gliches,FALSE,0
"I like the game, and I want it to get better, but all support and game building has stopped. IF, and that is a gigantic if, the game starts being worked on again, I will change this review, but the developer for this game is no longer in business. 

So yeah, this game is unfortunately dead and I don't think its even 15% complete, meaning if you don't want to spend money on a game that will never reach completion, avoid this one. I unfortunately cant get a refund as I have put in almost 600hrs already.",FALSE,0
"Much was promised but very little has been delivered, as it stands the game has no developement and far less content than the original KSP.",FALSE,0
Pure abandonware there are NO updates NO mods and its just SO buggy. And the tutorial takes more than 2 hours so I can't get a refund.,FALSE,0
"Don't recommend due to that the game has not been updated for a year and over already, the devs left the game, go buy KSP not KSP2",FALSE,0
Was turning into a decent game but the abandonment stings a bit. good with mods but wouldn't recommend,FALSE,0
graphics are good no debug menu tho,FALSE,0
Game isnt being worked on anymore,FALSE,0
promised so much and delivered so little,FALSE,0
"I WANTED to like this game. There's so many good aspects of this game where you can see the potential. The New Creation Engine is amazing, the features for gravity, shipbuilding, and space combat feel really good.

People will shit on the engine or the loading screen frequency or any NPC animations, but these are all shallow things that don't affect the actual quality of the game. They're not the problem.

The problem is the questline design, and nothing makes it more clear than those few questlines that are designed well: The UC Vanguard Questline. It's makes such good use of the new engine and mechanics, it has good writing, you can explore a lot of what this game CAN offer.

Then you play anything else, like the main quest. Get thing from planet, go back to New Atlantis. Go to new planet, come back again. They have a huge playground in space that they just don't use. They have a few populated planets each with only one city - a little immersion breaking but I understand the limitations. The problem is they keep making you go between planets for the most inane things. If you're focusing on a questline you rarely stay in one place for long, and when you travel somewhere else there's no excitement or danger: you go through a loading screen to travel then go through another loading screen and another. If it was a loading screen to space and then there was something to do in space before getting to your destination, that would be SOMETHING. The reason everyone points to the loading screens as a flaw isn't because separate cells are unbearable, it's because Bethesda treated most of this game like all their others where everything is one single continuous map with some interiors. The separated maps aren't the fatal flaw, they're merely the lens that exposes the flaw.

This COULD be a good game - if it utilized its own systems and tech upgrades, but it doesn't. The engine feels modern, but the gameplay loop most questlines thrust the player into hasn't caught up. It's a disjointed, incongruous experience that occasionally shows you a 10/10 experience hidden beneath a pile of mediocrity.

One more message specifically for Todd Howard: We play your old games because they're fun to REPLAY and try different builds or factions. Cutting off certain parts of the game for one character based on the player's choices does not limit player freedom, but rather increases and rewards it. Removing consequences from player's choices does not increase player freedom, it renders it meaningless. Stop taking the wrong lessons from your older successes.

Edit: I played 50 hours on gamepass, stop whining about the playtime, Steam is not all-knowing.",FALSE,0
"I wanted to love this game as much as Fallout and the ES series, but the old engine needs to be put to rest. 
The gameplay loop for me not intermixing bugs was pretty much - obtain quest, load screen to main town or city, load screen to ship, load screen to fly to atmosphere, load screen to warp to new planet, load screen to step off ship, load screen to enter any building in new town/ city. It felt like I was playing Fallout 3 from 2008. Same dialogue wheel and clunky combat. While some of the skyboxes were very nice the rest of the game felt very dated for a 2023 release. The ship building was my favorite part by far. I didnt care for any of the companions except the robot that could follow you around to support. Again I wanted to love this game and had every intention to enjoy it but it just did not capture the same magic as ES or Fallout. With a newly updated engine the setting could work for a new franchise.",FALSE,0
"This game was hugely disappointing. Maybe I am just spoiled and nostalgic for Skyrim, and I just wanted Skyrim - in space.

Instead I just fast travel around doing chores and errands for boring npcs, with seemingly little consequence or effect on the universe at large. Though I guess my choices led me to romance that annoying blond hair NPC kinda by accident, and now she loves me? I left her on a planet somewhere. And skill points feel meaningless, character progression and gear is meh at best - inventory management is annoying. I mean, even the menu is so designed for a controller that trying to 'click' on stuff is so frustrating, why is that?? This game was a miss, very sad.",FALSE,0
"I've played this game for 89 hours. Here's my thoughts.

I just feeling like I'm on constant fetch quests. The AI companions offer little to no value to your exploring. Interiors and exteriors, whether it be on a planet surface, or inside a ship just feel very samey. The UI for things like ship building and the Star Map are not intuitive at all.

Small things like the game not showing your companions model when you're trying to equip them, are baffling design choices.

The game just feels like it lacks any soul.

Combine that with stability issues that cause CTD and straight up lock my computer to where I have to completely hard reboot it, makes this one of Bethesda's worst offerings ever.

I really tried to like it but even after such a large time commitment I can't bring myself to continue playing it. Bethesda dropped the ball on this one.",FALSE,0
"Where to start...my biggest single complaint is there's no space exploration or planetary travel, its all lazy un-immersive loading screen fast travel bs. Go watch any YT essay on why this game missed the mark, it'll be more entertaining. Tragic because I really do love the aesthetic/environments and lighting. RIP bethesda",FALSE,0
No worth full price. Much better gunplay than previous Bethesda games but the rest of the gameplay loop is just repetitive and boring. Even the story is eh. Cant even bring myselft to finish the game.,FALSE,0
"A massive letdown. The story is painfully mediocre, there aren't any major repercussions for your actions, the characters are badly written and its extremely repetitive. I wanted to love this game so badly, I'm just really, really bored. 

I'd pick it up if it goes on sale for like $20, but I regret spending $40 on it. Idk what happened to Bethesda but I hope this games failure is a wakeup call for them. Please go back to hand made maps, dungeons, and quests.

Edit: Please for the love of god fire Emil. His writing and story building is terrible.",FALSE,0
"Bethesda, just like on fallout and skyrim. Dont care about the game once they put it out there. There are horrible bugs in all their games, including starfield. Yes. I play it a lot...just hoping they pull their head out of their back side and fix shit so THEIR PAYING CUSTOMERS can enjoy the game. WE PAY YALLS CHECK, DEVELOPERS!!!",FALSE,0
"This game has many problems and is a big step down from Skyrim and Fallout 4. Here are some of the reasons why:

[list]
[*] Hacking and unlocking are the same minigame
[*] Nothing in or under oceans except alien monsters, which are often inaccessible due to the liquid harming the player
[*] No boats
[*] Most systems only have tiny populated outposts; there are only a handful of actual towns in the entire game and they are all major cities
[*] No NPC schedules
[*] No NPC homes
[*] Not enough robots
[*] Cell reset wipes apartment during story
[*] Main story has no consequences - you cannot even remain in the world!
[*] Stupid quests (Operation Starseed, Juno’s Gambit)
[*] Lore is not convincing (fate of Earth, recent faction war with little evidence)
[*] Neon is too PG for what the lore suggests about it
[*] No in-world literature
[*] Only small excerpts of an extremely limited selection of historical literature
[*] Hardly any (zero?) references in society outside of quests to actual historical events despite being set in the real world
[*] Earth has historical landmarks but people claim there is nothing there
[*] Sol is described as a backwater but has several cities and is the closest system to α. Centauri
[*] Main city is underpopulated, spread out and barren - the two other cities are much livelier. It also directly abuts wilderness with no urban transition or wall
[*] NPCs have too few voice lines - recruits and NPCs are very repetitive
[*] Alien lifeforms (including plants) are the same everywhere
[*] Limited random locations on planets and they have no procedural generation - they are always identical (including full layout, location stories, notes, decor/clutter etc)
[*] Surface exploration is tedious (vehicles had to be added) and there is little to find
[*] Outposts are too tedious to manage for resource generation. Shops reset frequently and carry all materials
[*] Not enough equipment variation/types
[*] Sneaking locked behind perk and sneak perks are dumbed down
[*] Too few and underbaked followers
[*] Not enough romance options
[*] The music may put you to sleep
[*] Radiant quests have hardly any variety and there are few sources for them
[*] Player creation customization sliders are straight-up ridiculous
[/list]

*[i]I haven't played this game since 2023. This is all coming to mind while playing Fallout 4 in 2025[/i]",FALSE,0
"Okay. I'm gonna go on a small story time rant here. GOTY 2015. There were a few titles in the front running for winning it. Ended up going to Witcher 3: Wild Hunt. W3 is an absolutely beautiful game. But, we're not reviewing this one. W3 beats out Fallout 4, but not because W3 had a better or more compelling story. W3 beat FO4 because in EVERY way, W3 was a better game, the story, the combat, the world building, the crowd functions, the DLCs, the beautiful replayability. Todd Howard thought for some stupid reason, this was a 1 off, and that his game should've won. The problem is, FO4 was a result of Todd, and by extension Bethesda thinking that because they had two flagship titles (Fallout and The Elder Scrolls) no matter what people would buy their games. So they make something average. The thing is, The Witcher 3 wasn't just GOTY in 2015, it set the GOLD STANDARD for RPG games afters that. Games should be at least what W3 is in order to be considered mediocre nowadays. So unfortunately, Todd spit this crap out for players thinking the same thing. ""I'm Todd Howard from Bethesda, people WILL buy my game."" Yeah, okay buddy. Barely 3,000 daily players. 

The game is less-than-average, no better than a 3.5-4.5/10. The main story is mid. The only storyline I enjoyed was the Crimson Fleet. Side quests are reused constantly, with very little breadth. I expected the classic fetch quests and ""go here, kill this enemy"" quest, but jeez, Bethesda really didn't write anything that well.

Characters are written really poorly, with your entire crew seemingly being okay with some big poly-orgy going on on the ship. On that note, the 4 options you have for romance is really, really disappointing. You cannot really fully get into the game and roleplay how you'd like. 

The ship building is the only saving grace this game has, coupled with the ship combat, it makes everything else sorta bearable. In addition, mods make this game playable. Star Wars: Genesis is the only reason I have put any reasonable time into the game. Which is a mod I HIGHLY recommend. The only downside is the fact that you have to give $90 to that burning husk of a company known as Bethesda Softworks in order to enjoy that gorgeous mod. 

Don't buy this game, don't buy it on sale, and don't play it. It's genuinely a bad game and it was VERY poorly executed. Before any idiots decide to say, ""if you didn't enjoy the game you wouldn't have put 500 hours into it"", no. Stop. $90 means I should be enjoying this game for years to come. Not pick it up, play for 10 and never touch it. I have games for less than $10 in my library that I have been playing for years. 

Seriously, this game sucks.",FALSE,0
